year,player_id,pred_r2,pred_r3,pred_r4,pred_qf,pred_sf,pred_f,pred_w,actual_rounds,reached_r2,reached_r3,reached_r4,reached_qf,reached_sf,reached_f,reached_w
2011,M762,0.771,0.4627,0.255,0.1096,0.0277,0.0066,0.0017,2,1,1,0,0,0,0,0
2011,F444,0.229,0.0715,0.0197,0.0046,0.0004,0.0,0.0,0,0,0,0,0,0,0,0
2011,T840,0.8621,0.5785,0.3645,0.0807,0.0359,0.0075,0.0021,1,1,0,0,0,0,0,0
2011,G585,0.1379,0.0347,0.0087,0.0002,0.0,0.0,0.0,0,0,0,0,0,0,0,0
2011,L575,0.2878,0.073,0.023,0.0016,0.0002,0.0,0.0,2,1,1,0,0,0,0,0
2011,R419,0.7122,0.3138,0.1597,0.0266,0.0089,0.0016,0.0003,0,0,0,0,0,0,0,0
2011,M708,0.2957,0.0453,0.0071,0.0003,0.0,0.0,0.0,1,1,0,0,0,0,0,0
2011,D499,0.7043,0.2182,0.067,0.0087,0.0021,0.0,0.0,0,0,0,0,0,0,0,0
2011,L428,0.6344,0.4928,0.2705,0.0577,0.0241,0.0057,0.0015,3,1,1,1,0,0,0,0
2011,W503,0.3656,0.2437,0.0995,0.0136,0.0031,0.0,0.0,0,0,0,0,0,0,0,0
2011,B837,0.532,0.2742,0.037,0.0172,0.0064,0.0014,0.0002,2,1,1,0,0,0,0,0
2011,B676,0.468,0.2201,0.0286,0.0123,0.0029,0.0007,0.0,0,0,0,0,0,0,0,0
2011,SA93,0.5592,0.2963,0.044,0.0203,0.0071,0.0009,0.0001,1,1,0,0,0,0,0,0
2011,M824,0.4408,0.2094,0.0275,0.0113,0.0033,0.0004,0.0,0,0,0,0,0,0,0,0
2011,A678,0.6274,0.0522,0.0224,0.0086,0.0021,0.0004,0.0,1,1,0,0,0,0,0,0
2011,ME89,0.3726,0.0211,0.0064,0.0014,0.0004,0.0,0.0,0,0,0,0,0,0,0,0
2011,D643,0.96,0.9078,0.827,0.7376,0.6062,0.3309,0.1915,7,1,1,1,1,1,1,1
2011,CA12,0.04,0.0189,0.0071,0.0019,0.0005,0.0,0.0,0,0,0,0,0,0,0,0
2012,D643,0.899,0.8462,0.7239,0.5908,0.3196,0.2547,0.1611,5,1,1,1,1,1,0,0
2012,F316,0.101,0.0649,0.0304,0.0112,0.002,0.0008,0.0001,0,0,0,0,0,0,0,0
2012,RA17,0.26,0.0123,0.0025,0.0008,0.0,0.0,0.0,1,1,0,0,0,0,0,0
2012,D632,0.74,0.0766,0.03,0.0097,0.001,0.0001,0.0,0,0,0,0,0,0,0,0
2012,BE54,0.3672,0.0487,0.0021,0.0002,0.0,0.0,0.0,1,1,0,0,0,0,0,0
2012,B884,0.6328,0.1238,0.0092,0.0016,0.0001,0.0001,0.0,0,0,0,0,0,0,0,0
2012,G628,0.9053,0.7851,0.1995,0.0975,0.0256,0.0129,0.0035,3,1,1,1,0,0,0,0
2012,K839,0.0947,0.0424,0.0024,0.0001,0.0,0.0,0.0,0,0,0,0,0,0,0,0
2012,MB02,0.588,0.3415,0.0952,0.0131,0.0021,0.0003,0.0,4,1,1,1,1,0,0,0
2012,T315,0.412,0.2017,0.0475,0.007,0.001,0.0003,0.0,0,0,0,0,0,0,0,0
2012,P624,0.8137,0.4226,0.1178,0.0151,0.0023,0.001,0.0,1,1,0,0,0,0,0,0
2012,K834,0.1863,0.0342,0.0034,0.0002,0.0,0.0,0.0,0,0,0,0,0,0,0,0
2012,J397,0.3678,0.0483,0.0148,0.0016,0.0,0.0,0.0,2,1,1,0,0,0,0,0
2012,BA98,0.6322,0.116,0.0493,0.0051,0.0006,0.0002,0.0,0,0,0,0,0,0,0,0
2012,G858,0.0904,0.0383,0.0122,0.0009,0.0,0.0,0.0,1,1,0,0,0,0,0,0
2012,BA47,0.9096,0.7974,0.6598,0.2451,0.0833,0.0518,0.021,0,0,0,0,0,0,0,0
2012,F324,0.9668,0.9065,0.8699,0.8004,0.5264,0.441,0.2874,7,1,1,1,1,1,1,1
2012,R772,0.0332,0.0108,0.0041,0.0018,0.0002,0.0001,0.0,0,0,0,0,0,0,0,0
2012,F510,0.42,0.031,0.0187,0.007,0.0008,0.0003,0.0,1,1,0,0,0,0,0,0
2012,L428,0.58,0.0517,0.0329,0.0158,0.0025,0.0005,0.0,0,0,0,0,0,0,0,0
2012,R368,0.6128,0.213,0.011,0.0032,0.0003,0.0,0.0,1,1,0,0,0,0,0,0
2012,MB53,0.3872,0.1031,0.0044,0.0012,0.0003,0.0,0.0,0,0,0,0,0,0,0,0
2012,H940,0.5282,0.3672,0.0334,0.0139,0.0017,0.0002,0.0,1,1,0,0,0,0,0,0
2012,L575,0.4718,0.3167,0.0256,0.0106,0.0015,0.0003,0.0,0,0,0,0,0,0,0,0
2012,B747,0.5837,0.2331,0.1314,0.0166,0.0022,0.0005,0.0001,2,1,1,0,0,0,0,0
2012,MA30,0.4163,0.141,0.0733,0.0088,0.0011,0.0001,0.0,0,0,0,0,0,0,0,0
2012,V306,0.8475,0.5814,0.415,0.0821,0.0207,0.0086,0.0016,2,1,1,0,0,0,0,0
2012,W373,0.1525,0.0445,0.0166,0.0007,0.0002,0.0,0.0,0,0,0,0,0,0,0,0
2012,Z189,0.8478,0.2984,0.0828,0.0052,0.0002,0.0,0.0,1,1,0,0,0,0,0,0
2012,G744,0.1522,0.013,0.0005,0.0001,0.0,0.0,0.0,0,0,0,0,0,0,0,0
2012,M680,0.5782,0.4169,0.1802,0.0203,0.0029,0.0011,0.0001,3,1,1,1,0,0,0,0
2012,ME05,0.4218,0.2717,0.1002,0.0123,0.0014,0.0003,0.0,0,0,0,0,0,0,0,0
2012,SD32,0.6776,0.3283,0.2173,0.1145,0.0326,0.0046,0.0008,1,1,0,0,0,0,0,0
2012,M850,0.3224,0.1096,0.0522,0.0173,0.0035,0.0008,0.0,0,0,0,0,0,0,0,0
2012,F444,0.1552,0.0406,0.0157,0.0032,0.0007,0.0,0.0,2,1,1,0,0,0,0,0
2012,I186,0.8448,0.5215,0.3786,0.2279,0.083,0.0118,0.0023,0,0,0,0,0,0,0,0
2012,M873,0.754,0.5104,0.2086,0.0953,0.0235,0.0031,0.0005,1,1,0,0,0,0,0,0
2012,L503,0.246,0.1057,0.0217,0.0051,0.0008,0.0,0.0,0,0,0,0,0,0,0,0
2012,A511,0.8044,0.3522,0.1017,0.0388,0.0062,0.0001,0.0,1,1,0,0,0,0,0,0
2012,GC38,0.1956,0.0317,0.0042,0.0006,0.0001,0.0,0.0,0,0,0,0,0,0,0,0
2012,I165,0.3538,0.1293,0.0781,0.0342,0.0078,0.0004,0.0001,3,1,1,1,0,0,0,0
2012,SA93,0.6462,0.3105,0.2259,0.1201,0.0411,0.0054,0.0014,0,0,0,0,0,0,0,0
2012,Y061,0.8994,0.5445,0.4183,0.2465,0.0909,0.0125,0.0029,4,1,1,1,1,0,0,0
2012,Y124,0.1006,0.0157,0.0056,0.0009,0.0,0.0,0.0,0,0,0,0,0,0,0,0
2012,B896,0.4854,0.3344,0.1017,0.0365,0.0069,0.0006,0.0001,1,1,0,0,0,0,0,0
2012,B676,0.5146,0.3647,0.1196,0.0469,0.0094,0.0009,0.0001,0,0,0,0,0,0,0,0
2012,CA33,0.441,0.1196,0.0164,0.0033,0.0002,0.0,0.0,1,1,0,0,0,0,0,0
2012,C723,0.559,0.1813,0.0344,0.0089,0.0007,0.0,0.0,0,0,0,0,0,0,0,0
2012,SG87,0.6452,0.1208,0.0145,0.0036,0.001,0.0001,0.0,1,1,0,0,0,0,0,0
2012,S843,0.3548,0.0417,0.0034,0.0005,0.0001,0.0,0.0,0,0,0,0,0,0,0,0
2012,T742,0.4775,0.3938,0.1377,0.0744,0.0442,0.0084,0.0025,2,1,1,0,0,0,0,0
2012,N301,0.5225,0.4437,0.1626,0.0879,0.0544,0.0096,0.0026,0,0,0,0,0,0,0,0
2012,F401,0.9669,0.9203,0.6693,0.4706,0.3669,0.1182,0.0495,4,1,1,1,1,0,0,0
2012,BA65,0.0331,0.0154,0.002,0.0002,0.0,0.0,0.0,0,0,0,0,0,0,0,0
2012,D750,0.3307,0.013,0.0012,0.0003,0.0,0.0,0.0,1,1,0,0,0,0,0,0
2012,BC65,0.6693,0.0513,0.0093,0.0016,0.0005,0.0,0.0,0,0,0,0,0,0,0,0
2012,P436,0.3148,0.0292,0.0073,0.0005,0.0,0.0,0.0,1,1,0,0,0,0,0,0
2012,O234,0.6852,0.1108,0.0382,0.0053,0.0015,0.0001,0.0,0,0,0,0,0,0,0,0
2012,R485,0.9187,0.8239,0.6318,0.281,0.1898,0.0439,0.0147,2,1,1,0,0,0,0,0
2012,BA53,0.0813,0.0361,0.0084,0.0006,0.0001,0.0001,0.0,0,0,0,0,0,0,0,0
2012,N552,0.7339,0.601,0.2372,0.066,0.0323,0.0041,0.0012,2,1,1,0,0,0,0,0
2012,K926,0.2661,0.1678,0.0377,0.0049,0.0012,0.0,0.0,0,0,0,0,0,0,0,0
2012,S963,0.6035,0.1578,0.0297,0.0018,0.0001,0.0,0.0,1,1,0,0,0,0,0,0
2012,KB54,0.3965,0.0734,0.0097,0.0008,0.0005,0.0001,0.0,0,0,0,0,0,0,0,0
2012,SC47,0.551,0.1638,0.0191,0.0039,0.0005,0.0,0.0,1,1,0,0,0,0,0,0
2012,K403,0.449,0.1132,0.0113,0.0026,0.0003,0.0001,0.0,0,0,0,0,0,0,0,0
2012,S694,0.7037,0.5414,0.1543,0.0757,0.0226,0.0051,0.0003,2,1,1,0,0,0,0,0
2012,SC77,0.2963,0.1816,0.0265,0.0079,0.002,0.0,0.0,0,0,0,0,0,0,0,0
2012,D683,0.8964,0.604,0.5042,0.3893,0.2186,0.085,0.028,3,1,1,1,0,0,0,0
2012,H756,0.1036,0.0236,0.0089,0.0025,0.0009,0.0002,0.0001,0,0,0,0,0,0,0,0
2012,C977,0.8536,0.352,0.2679,0.1797,0.0807,0.0259,0.0049,3,1,1,1,0,0,0,0
2012,SK94,0.1464,0.0204,0.0078,0.0022,0.0003,0.0,0.0,0,0,0,0,0,0,0,0
2012,K540,0.6014,0.2601,0.0916,0.0236,0.0059,0.0008,0.0001,1,1,0,0,0,0,0,0
2012,I230,0.3986,0.141,0.0356,0.006,0.0013,0.0002,0.0,0,0,0,0,0,0,0,0
2012,Q927,0.8469,0.5574,0.2658,0.0898,0.0256,0.0042,0.0003,2,1,1,0,0,0,0,0
2012,PD07,0.1531,0.0415,0.0062,0.0006,0.0002,0.0,0.0,0,0,0,0,0,0,0,0
2012,R975,0.7126,0.4378,0.2945,0.127,0.0479,0.0126,0.0028,1,1,0,0,0,0,0,0
2012,G725,0.2874,0.1161,0.0544,0.0117,0.003,0.0003,0.0,0,0,0,0,0,0,0,0
2012,D875,0.4719,0.2002,0.1078,0.0299,0.0074,0.0011,0.0002,1,1,0,0,0,0,0,0
2012,A678,0.5281,0.2459,0.1441,0.0476,0.0152,0.0039,0.0006,0,0,0,0,0,0,0,0
2012,B837,0.6179,0.339,0.0647,0.031,0.0095,0.0016,0.0002,2,1,1,0,0,0,0,0
2012,M824,0.3821,0.1687,0.0223,0.0099,0.0022,0.0001,0.0,0,0,0,0,0,0,0,0
2012,K336,0.7266,0.4026,0.0786,0.0424,0.015,0.0028,0.0003,1,1,0,0,0,0,0,0
2012,SC56,0.2734,0.0897,0.0084,0.0022,0.0002,0.0001,0.0,0,0,0,0,0,0,0,0
2012,MC10,0.8984,0.6213,0.5439,0.473,0.3436,0.1662,0.0704,6,1,1,1,1,1,1,0
2012,D402,0.1016,0.0224,0.0105,0.0045,0.0013,0.0002,0.0,0,0,0,0,0,0,0,0
2012,T786,0.6997,0.2869,0.2297,0.1807,0.1103,0.0417,0.012,5,1,1,1,1,1,0,0
2012,H432,0.3003,0.0694,0.0419,0.0242,0.0098,0.0018,0.0003,0,0,0,0,0,0,0,0
2012,T840,0.5436,0.3239,0.1562,0.0337,0.0097,0.0024,0.0001,3,1,1,1,0,0,0,0
2012,G710,0.4564,0.2486,0.1108,0.023,0.0059,0.0005,0.0001,0,0,0,0,0,0,0,0
2012,G476,0.4697,0.1924,0.0701,0.0119,0.0029,0.0003,0.0,1,1,0,0,0,0,0,0
2012,R613,0.5303,0.2351,0.0928,0.0156,0.0037,0.0004,0.0001,0,0,0,0,0,0,0,0
2012,L797,0.6559,0.1956,0.0793,0.0121,0.0027,0.0,0.0,2,1,1,0,0,0,0,0
2012,U061,0.3441,0.0604,0.0162,0.002,0.0003,0.0,0.0,0,0,0,0,0,0,0,0
2012,M762,0.402,0.2861,0.1663,0.039,0.0124,0.0022,0.0003,1,1,0,0,0,0,0,0
2012,W367,0.598,0.4579,0.3083,0.0948,0.0381,0.0095,0.0014,0,0,0,0,0,0,0,0
2012,GB88,0.3611,0.2371,0.0588,0.0221,0.002,0.0002,0.0,2,1,1,0,0,0,0,0
2012,TA46,0.6389,0.4868,0.1795,0.0915,0.0137,0.0023,0.0003,0,0,0,0,0,0,0,0
2012,L799,0.513,0.1435,0.0259,0.0064,0.0005,0.0,0.0,1,1,0,0,0,0,0,0
2012,B804,0.487,0.1326,0.0229,0.0054,0.0002,0.0,0.0,0,0,0,0,0,0,0,0
2012,W503,0.5042,0.0831,0.035,0.0101,0.0009,0.0001,0.0,1,1,0,0,0,0,0,0
2012,A596,0.4958,0.0805,0.0292,0.0079,0.0005,0.0001,0.0,0,0,0,0,0,0,0,0
2012,F339,0.9486,0.8216,0.646,0.4649,0.1198,0.0499,0.0107,3,1,1,1,0,0,0,0
2012,R383,0.0514,0.0148,0.0027,0.0001,0.0,0.0,0.0,0,0,0,0,0,0,0,0
2012,N289,0.3065,0.1794,0.0886,0.0285,0.0032,0.0006,0.0001,1,1,0,0,0,0,0,0
2012,L397,0.6935,0.5227,0.3476,0.167,0.0328,0.0103,0.0013,0,0,0,0,0,0,0,0
2012,BA23,0.7501,0.2632,0.1215,0.0349,0.004,0.0006,0.0001,3,1,1,1,0,0,0,0
2012,MA49,0.2499,0.0347,0.0088,0.0011,0.0,0.0,0.0,0,0,0,0,0,0,0,0
2012,PD31,0.6234,0.4628,0.245,0.1044,0.0167,0.0045,0.0005,2,1,1,0,0,0,0,0
2012,E690,0.3766,0.2425,0.1027,0.0342,0.004,0.0012,0.0,0,0,0,0,0,0,0,0
2012,K966,0.3624,0.079,0.0163,0.0027,0.0001,0.0,0.0,1,1,0,0,0,0,0,0
2012,C514,0.6376,0.2157,0.0695,0.0188,0.0019,0.0002,0.0,0,0,0,0,0,0,0,0
2012,D801,0.6501,0.1843,0.1079,0.0131,0.0055,0.0013,0.0,1,1,0,0,0,0,0,0
2012,B842,0.3499,0.0653,0.0306,0.0023,0.0008,0.0001,0.0,0,0,0,0,0,0,0,0
2012,K435,0.4642,0.3432,0.2671,0.0578,0.0343,0.0126,0.0023,4,1,1,1,1,0,0,0
2012,H355,0.5358,0.4072,0.3214,0.071,0.0423,0.0171,0.0036,0,0,0,0,0,0,0,0
2012,J267,0.4341,0.1001,0.0124,0.0006,0.0,0.0,0.0,1,1,0,0,0,0,0,0
2012,Z254,0.5659,0.1616,0.0258,0.0009,0.0002,0.0,0.0,0,0,0,0,0,0,0,0
2012,R685,0.5775,0.442,0.1527,0.0188,0.0071,0.0013,0.0002,2,1,1,0,0,0,0,0
2012,D646,0.4225,0.2963,0.0821,0.0064,0.0021,0.0005,0.0001,0,0,0,0,0,0,0,0
2012,N409,0.953,0.9176,0.8401,0.7503,0.6701,0.5177,0.3028,1,1,0,0,0,0,0,0
2012,BD20,0.047,0.0281,0.0106,0.0037,0.001,0.0001,0.0,0,0,0,0,0,0,0,0
2012,CA12,0.6908,0.0438,0.0153,0.0057,0.0019,0.0,0.0,1,1,0,0,0,0,0,0
2012,V254,0.3092,0.0105,0.0014,0.0002,0.0,0.0,0.0,0,0,0,0,0,0,0,0
2012,MA21,0.6431,0.2881,0.035,0.0166,0.0079,0.0019,0.0001,2,1,1,0,0,0,0,0
2012,MD56,0.3569,0.1168,0.008,0.0029,0.0009,0.0001,0.0,0,0,0,0,0,0,0,0
2012,A479,0.7498,0.496,0.0825,0.0473,0.0249,0.0081,0.0018,2,1,1,0,0,0,0,0
2012,R397,0.2502,0.0991,0.0071,0.0024,0.0007,0.0,0.0,0,0,0,0,0,0,0,0
2013,D643,0.9262,0.9089,0.8394,0.7135,0.5845,0.3637,0.2235,6,1,1,1,1,1,1,0
2013,MB02,0.0738,0.0612,0.0324,0.0114,0.0031,0.0003,0.0,0,0,0,0,0,0,0,0
2013,SC47,0.5141,0.017,0.0037,0.0006,0.0001,0.0,0.0,1,1,0,0,0,0,0,0
2013,H804,0.4859,0.0129,0.0024,0.0002,0.0,0.0,0.0,0,0,0,0,0,0,0,0
2013,B676,0.6104,0.2145,0.0179,0.0037,0.001,0.0001,0.0,1,1,0,0,0,0,0,0
2013,D776,0.3896,0.098,0.0062,0.001,0.0001,0.0,0.0,0,0,0,0,0,0,0,0
2013,TA46,0.3352,0.1994,0.0187,0.0058,0.002,0.0001,0.0,3,1,1,1,0,0,0,0
2013,Q927,0.6648,0.4881,0.0793,0.0348,0.0141,0.0023,0.0005,0,0,0,0,0,0,0,0
2013,A678,0.7316,0.4885,0.179,0.0286,0.0103,0.0019,0.0003,2,1,1,0,0,0,0,0
2013,R397,0.2684,0.119,0.0247,0.0026,0.0004,0.0,0.0,0,0,0,0,0,0,0,0
2013,P701,0.178,0.0246,0.0016,0.0002,0.0,0.0,0.0,1,1,0,0,0,0,0,0
2013,P624,0.822,0.3679,0.1012,0.0121,0.003,0.0004,0.0,0,0,0,0,0,0,0,0
2013,BC72,0.6788,0.1348,0.0593,0.0067,0.0017,0.0,0.0,1,1,0,0,0,0,0,0
2013,G676,0.3212,0.0344,0.0094,0.0006,0.0002,0.0,0.0,0,0,0,0,0,0,0,0
2013,BA47,0.884,0.7724,0.6041,0.1769,0.0976,0.0358,0.0114,4,1,1,1,1,0,0,0
2013,K966,0.116,0.0584,0.0207,0.0013,0.0002,0.0,0.0,0,0,0,0,0,0,0,0
2013,F401,0.9172,0.8344,0.7775,0.645,0.2325,0.0883,0.0314,4,1,1,1,1,0,0,0
2013,A539,0.0828,0.0397,0.0224,0.0068,0.0005,0.0,0.0,0,0,0,0,0,0,0,0
2013,BD06,0.6785,0.0987,0.0604,0.0246,0.0027,0.0004,0.0,1,1,0,0,0,0,0,0
2013,G681,0.3215,0.0272,0.0135,0.0032,0.0,0.0,0.0,0,0,0,0,0,0,0,0
2013,G725,0.6136,0.4085,0.0651,0.0231,0.0017,0.0001,0.0,1,1,0,0,0,0,0,0
2013,Z184,0.3864,0.211,0.0233,0.0053,0.0005,0.0001,0.0,0,0,0,0,0,0,0,0
2013,R483,0.4785,0.177,0.0157,0.0031,0.0001,0.0001,0.0,1,1,0,0,0,0,0,0
2013,J386,0.5215,0.2035,0.0221,0.0054,0.0001,0.0,0.0,0,0,0,0,0,0,0,0
2013,D801,0.6945,0.2688,0.1376,0.0359,0.005,0.0004,0.0,2,1,1,0,0,0,0,0
2013,E698,0.3055,0.074,0.0269,0.0038,0.0004,0.0,0.0,0,0,0,0,0,0,0,0
2013,R975,0.7681,0.5557,0.3814,0.1375,0.0253,0.0058,0.0007,1,1,0,0,0,0,0,0
2013,B884,0.2319,0.1015,0.0414,0.0084,0.001,0.0001,0.0,0,0,0,0,0,0,0,0
2013,SF36,0.8273,0.5378,0.2576,0.0701,0.0088,0.0015,0.0002,2,1,1,0,0,0,0,0
2013,K737,0.1727,0.051,0.0096,0.0008,0.0,0.0,0.0,0,0,0,0,0,0,0,0
2013,KB09,0.676,0.3138,0.1239,0.0241,0.0028,0.0,0.0,1,1,0,0,0,0,0,0
2013,D994,0.324,0.0974,0.0216,0.0029,0.0003,0.0,0.0,0,0,0,0,0,0,0,0
2013,D646,0.4,0.1791,0.1035,0.0519,0.0078,0.0014,0.0001,3,1,1,1,0,0,0,0
2013,K435,0.6,0.3273,0.215,0.1359,0.0287,0.0058,0.0007,0,0,0,0,0,0,0,0
2013,N552,0.8109,0.4496,0.3097,0.2012,0.0391,0.0092,0.002,2,1,1,0,0,0,0,0
2013,E690,0.1891,0.044,0.0144,0.0057,0.0003,0.0,0.0,0,0,0,0,0,0,0,0
2013,MD56,0.4403,0.1204,0.0249,0.0084,0.0009,0.0001,0.0,1,1,0,0,0,0,0,0
2013,BH09,0.5597,0.1796,0.0415,0.0143,0.0013,0.0002,0.0,0,0,0,0,0,0,0,0
2013,L428,0.6258,0.4613,0.2106,0.1226,0.0211,0.003,0.0005,1,1,0,0,0,0,0,0
2013,N289,0.3742,0.2387,0.0804,0.0349,0.0042,0.0004,0.0,0,0,0,0,0,0,0,0
2013,SA93,0.6074,0.3203,0.241,0.1191,0.0181,0.003,0.0003,3,1,1,1,0,0,0,0
2013,I165,0.3926,0.1628,0.1069,0.0442,0.0055,0.0008,0.0,0,0,0,0,0,0,0,0
2013,D875,0.6972,0.402,0.3112,0.1635,0.0283,0.0057,0.0012,1,1,0,0,0,0,0,0
2013,BA98,0.3028,0.1149,0.0693,0.0217,0.0016,0.0001,0.0,0,0,0,0,0,0,0,0
2013,SL28,0.3626,0.0807,0.01,0.001,0.0001,0.0,0.0,1,1,0,0,0,0,0,0
2013,K834,0.6374,0.2127,0.0412,0.0083,0.0002,0.0,0.0,0,0,0,0,0,0,0,0
2013,Z189,0.6256,0.4671,0.1612,0.0548,0.0044,0.0003,0.0,2,1,1,0,0,0,0,0
2013,R368,0.3744,0.2395,0.0592,0.0125,0.0007,0.0001,0.0,0,0,0,0,0,0,0,0
2013,L799,0.4699,0.045,0.0018,0.0006,0.0002,0.0,0.0,1,1,0,0,0,0,0,0
2013,PC11,0.5301,0.0557,0.0029,0.001,0.0002,0.0,0.0,0,0,0,0,0,0,0,0
2013,D683,0.8853,0.8216,0.2377,0.1951,0.1538,0.0586,0.0206,5,1,1,1,1,1,0,0
2013,R772,0.1147,0.0777,0.0064,0.0029,0.0009,0.0,0.0,0,0,0,0,0,0,0,0
2013,D632,0.0443,0.0274,0.0052,0.0031,0.0007,0.0002,0.0,1,1,0,0,0,0,0,0
2013,N409,0.9557,0.9269,0.7375,0.6909,0.6344,0.4008,0.2455,0,0,0,0,0,0,0,0
2013,K540,0.4613,0.0161,0.0029,0.0008,0.0003,0.0,0.0,4,1,1,1,1,0,0,0
2013,A511,0.5387,0.0296,0.0056,0.0023,0.0006,0.0,0.0,0,0,0,0,0,0,0,0
2013,R612,0.3397,0.0894,0.0254,0.0003,0.0,0.0,0.0,1,1,0,0,0,0,0,0
2013,F444,0.6603,0.2665,0.102,0.0056,0.0016,0.0002,0.0,0,0,0,0,0,0,0,0
2013,PD31,0.857,0.5999,0.3119,0.0327,0.0141,0.0031,0.0004,2,1,1,0,0,0,0,0
2013,U061,0.143,0.0442,0.0076,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
2013,I186,0.7817,0.641,0.4324,0.0603,0.0301,0.0054,0.0008,1,1,0,0,0,0,0,0
2013,D864,0.2183,0.119,0.0434,0.0016,0.0001,0.0,0.0,0,0,0,0,0,0,0,0
2013,ME82,0.5034,0.1199,0.0387,0.0013,0.0002,0.0001,0.0,3,1,1,1,0,0,0,0
2013,A596,0.4966,0.1201,0.0386,0.0015,0.0005,0.0001,0.0,0,0,0,0,0,0,0,0
2013,BA65,0.2903,0.0826,0.0093,0.0019,0.0002,0.0,0.0,2,1,1,0,0,0,0,0
2013,G476,0.7097,0.3465,0.0872,0.0357,0.0049,0.0001,0.0,0,0,0,0,0,0,0,0
2013,CA12,0.5953,0.36,0.1029,0.0438,0.0062,0.0005,0.0,2,1,1,0,0,0,0,0
2013,H940,0.4047,0.2109,0.0468,0.0162,0.0018,0.0002,0.0002,0,0,0,0,0,0,0,0
2013,H432,0.3994,0.2167,0.1573,0.0953,0.0206,0.0063,0.0014,1,1,0,0,0,0,0,0
2013,W367,0.6006,0.3717,0.2957,0.2095,0.0567,0.018,0.0033,0,0,0,0,0,0,0,0
2013,A479,0.8521,0.3924,0.2942,0.1873,0.0434,0.013,0.002,2,1,1,0,0,0,0,0
2013,Z254,0.1479,0.0192,0.0066,0.0015,0.0001,0.0,0.0,0,0,0,0,0,0,0,0
2013,RA17,0.4612,0.1223,0.0333,0.0072,0.0002,0.0,0.0,1,1,0,0,0,0,0,0
2013,ME05,0.5388,0.1633,0.0487,0.0113,0.0007,0.0001,0.0,0,0,0,0,0,0,0,0
2013,S694,0.8342,0.6483,0.3629,0.1671,0.0303,0.0071,0.0009,1,1,0,0,0,0,0,0
2013,R977,0.1658,0.0661,0.016,0.0021,0.0,0.0,0.0,0,0,0,0,0,0,0,0
2013,J397,0.7837,0.3957,0.2177,0.0889,0.0143,0.0041,0.0008,5,1,1,1,1,1,0,0
2013,E831,0.2163,0.0493,0.0134,0.0027,0.0001,0.0,0.0,0,0,0,0,0,0,0,0
2013,M762,0.3862,0.1939,0.0937,0.0323,0.0042,0.0006,0.0001,3,1,1,1,0,0,0,0
2013,F510,0.6138,0.3611,0.2143,0.0972,0.016,0.0034,0.0003,0,0,0,0,0,0,0,0
2013,R782,0.2227,0.0957,0.0032,0.0002,0.0,0.0,0.0,1,1,0,0,0,0,0,0
2013,R685,0.7773,0.5666,0.0564,0.0246,0.0107,0.0021,0.0005,0,0,0,0,0,0,0,0
2013,SC77,0.6264,0.2336,0.0109,0.0031,0.0005,0.0001,0.0,2,1,1,0,0,0,0,0
2013,SC73,0.3736,0.1041,0.0025,0.0005,0.0001,0.0001,0.0,0,0,0,0,0,0,0,0
2013,F324,0.971,0.7333,0.6961,0.6405,0.5815,0.4003,0.2235,1,1,0,0,0,0,0,0
2013,H528,0.029,0.0038,0.0018,0.0004,0.0,0.0,0.0,0,0,0,0,0,0,0,0
2013,T786,0.9455,0.2609,0.2282,0.1813,0.1383,0.061,0.0207,1,1,0,0,0,0,0,0
2013,GB88,0.0545,0.002,0.0009,0.0001,0.0001,0.0,0.0,0,0,0,0,0,0,0,0
2013,L397,0.4913,0.3151,0.1953,0.0362,0.0179,0.0039,0.0009,2,1,1,0,0,0,0,0
2013,SD32,0.5087,0.3263,0.2049,0.0349,0.0195,0.0047,0.0008,0,0,0,0,0,0,0,0
2013,G858,0.6315,0.2601,0.1383,0.0187,0.0073,0.0014,0.0,2,1,1,0,0,0,0,0
2013,R613,0.3685,0.0985,0.0381,0.0037,0.0011,0.0,0.0,0,0,0,0,0,0,0,0
2013,V306,0.5135,0.2969,0.1336,0.0202,0.0089,0.0019,0.0004,4,1,1,1,1,0,0,0
2013,M680,0.4865,0.2684,0.1189,0.0151,0.0059,0.0008,0.0,0,0,0,0,0,0,0,0
2013,B747,0.6672,0.3268,0.1429,0.0178,0.0076,0.0012,0.0002,1,1,0,0,0,0,0,0
2013,K839,0.3328,0.1079,0.028,0.0027,0.0009,0.0001,0.0,0,0,0,0,0,0,0,0
2013,MA21,0.7524,0.512,0.173,0.0911,0.0112,0.0019,0.0002,2,1,1,0,0,0,0,0
2013,K624,0.2476,0.1015,0.0166,0.0054,0.0008,0.0,0.0,0,0,0,0,0,0,0,0
2013,R548,0.453,0.1662,0.0322,0.0107,0.0007,0.0001,0.0,1,1,0,0,0,0,0,0
2013,L797,0.547,0.2203,0.0476,0.0165,0.0012,0.0002,0.0,0,0,0,0,0,0,0,0
2013,D750,0.3486,0.0335,0.0117,0.0033,0.0001,0.0,0.0,3,1,1,1,0,0,0,0
2013,L503,0.6514,0.11,0.044,0.0165,0.0013,0.0002,0.0,0,0,0,0,0,0,0,0
2013,C977,0.7638,0.6822,0.5671,0.4424,0.1498,0.0517,0.0143,1,1,0,0,0,0,0,0
