year,round,winner,loser,prob_winner,correct
2011,R128,Fernando Gonzalez,Alexandr Dolgopolov,0.6852046814667209,1
2011,R128,Mardy Fish,Marcel Granollers,0.7482908744986437,1
2011,R128,Alex Bogomolov Jr.,Donald Young,0.6136602810173073,1
2011,R128,Juan Ignacio Chela,Marinko Matosevic,0.647334354747348,1
2011,R128,Fernando Verdasco,Radek Stepanek,0.5041067965415864,1
2011,R128,Bernard Tomic,Nikolay Davydenko,0.3049073658253219,0
2011,R128,Florian Mayer,Daniel Evans,0.9369106820109341,1
2011,R128,Xavier Malisse,Mischa Zverev,0.7490455948635908,1
2011,R128,Julien Benneteau,Ruben Bemelmans,0.7868000177589335,1
2011,R128,Tomas Berdych,Filippo Volandri,0.9270650686793979,1
2011,R128,Andy Murray,Daniel Gimeno-Traver,0.9594674683352935,1
2011,R128,Tobias Kamke,Blaz Kavcic,0.6052251410786141,1
2011,R128,Sergiy Stakhovsky,Daniel Cox,0.8104364531584047,1
2011,R128,Gilles Simon,Edouard Roger-Vasselin,0.8456277821193249,1
2011,R128,Ivan Ljubicic,Marin Cilic,0.35621076829855586,0
2011,R128,Richard Gasquet,Santiago Giraldo,0.8227741738085085,1
2011,R128,Dudi Sela,Fred Gil,0.5713940477309926,1
2011,R128,Igor Kunitsyn,Igor Sijsling,0.6675770158420572,1
2011,R128,Gael Monfils,Matthias Bachinger,0.9134568671187718,1
2011,R128,Jurgen Melzer,Alejandro Falla,0.7835376985750692,1
2011,R128,Dmitry Tursunov,Ernests Gulbis,0.7037693406764833,1
2011,R128,Nicolas Almagro,Jarkko Nieminen,0.5403707535147434,1
2011,R128,Denis Istomin,Philipp Kohlschreiber,0.20852082038475905,0
2011,R128,Robin Haase,Pere Riba,0.6597604106525166,1
2011,R128,Ivo Karlovic,Janko Tipsarevic,0.5183941742197811,1
2011,R128,Rainer Schuettler,Thomaz Bellucci,0.39795721714843457,0
2011,R128,Feliciano Lopez,Michael Berrer,0.7230611062138713,1
2011,R128,Victor Hanescu,Jaroslav Pospisil,0.719322364440798,1
2011,R128,Andy Roddick,Andreas Beck,0.8915966778190034,1
2011,R128,David Ferrer,Benoit Paire,0.9044276755882235,1
2011,R128,Ryan Harrison,Ivan Dodig,0.19750956463216346,0
2011,R128,Karol Beck,Carlos Berlocq,0.48174052760299685,0
2011,R64,Gilles Simon,Dudi Sela,0.7169182279883519,1
2011,R64,Mardy Fish,Denis Istomin,0.7824578860733816,1
2011,R64,Robin Haase,Fernando Verdasco,0.20478206453321854,0
2011,R64,Alex Bogomolov Jr.,Juan Ignacio Chela,0.47555626999050093,0
2011,R64,Tomas Berdych,Julien Benneteau,0.7575168748330013,1
2011,R128,Robin Soderling,Philipp Petzschner,0.6745024657848848,1
2011,R128,Lleyton Hewitt,Kei Nishikori,0.7636438439591736,1
2011,R128,Igor Andreev,Teymuraz Gabashvili,0.5910189744329202,1
2011,R128,Mikhail Youzhny,Juan Monaco,0.7434463826302165,1
2011,R128,David Nalbandian,Julian Reister,0.9058763889024235,1
2011,R128,Andreas Haider-Maurer,Florent Serra,0.49993121628990406,0
2011,R128,Adrian Mannarino,Conor Niland,0.705058704263969,1
2011,R128,Roger Federer,Mikhail Kukushkin,0.9684133339666986,1
2011,R64,Nicolas Almagro,John Isner,0.6371094662101427,1
2011,R64,Mikhail Youzhny,Somdev Devvarman,0.7096228232513376,1
2011,R64,David Nalbandian,Andreas Haider-Maurer,0.8750338401331145,1
2011,R64,Jo-Wilfried Tsonga,Grigor Dimitrov,0.8739738656720689,1
2011,R64,Roger Federer,Adrian Mannarino,0.9631328154312951,1
2011,R128,Lukasz Kubot,Arnaud Clement,0.39068295537646613,0
2011,R128,Grega Zemlja,Lukas Lacko,0.5300196019804138,1
2011,R128,Viktor Troicki,Maximo Gonzalez,0.8532977715281718,1
2011,R64,Robin Soderling,Lleyton Hewitt,0.6038031112536048,1
2011,R128,Yen-Hsun Lu,Tommy Robredo,0.344491246426337,0
2011,R128,Ricardo Mello,Frank Dancevic,0.24876755520885796,0
2011,R128,Michael Llodra,James Ward,0.6421443436218911,1
2011,R128,Marcos Baghdatis,James Blake,0.5336692674607343,1
2011,R128,Andreas Seppi,Albert Montanes,0.5794299495758928,1
2011,R128,Kevin Anderson,Illya Marchenko,0.5812747641400456,1
2011,R128,Novak Djokovic,Jeremy Chardy,0.9477239133159896,1
2011,R64,Rafael Nadal,Ryan Sweeting,0.9683511004480222,1
2011,R64,Gilles Muller,Milos Raonic,0.25065990113506137,0
2011,R64,Juan Martin del Potro,Olivier Rochus,0.7706746408606742,1
2011,R32,Tomas Berdych,Alex Bogomolov Jr.,0.8669975051363465,1
2011,R32,Andy Murray,Ivan Ljubicic,0.8793656366950928,1
2011,R32,Richard Gasquet,Simone Bolelli,0.8365779880664741,1
2011,R32,Lukasz Kubot,Gael Monfils,0.14871315491981446,0
2011,R32,Feliciano Lopez,Andy Roddick,0.23265923770457742,0
2011,R64,Andy Murray,Tobias Kamke,0.9441546865042286,1
2011,R128,John Isner,Nicolas Mahut,0.42745813422396706,0
2011,R128,Somdev Devvarman,Denis Gremelmayr,0.6513160174894582,1
2011,R64,Simone Bolelli,Stan Wawrinka,0.34850092013500217,0
2011,R64,Gael Monfils,Grega Zemlja,0.8022772181397603,1
2011,R64,Lukasz Kubot,Ivo Karlovic,0.1938775706904098,0
2011,R64,Feliciano Lopez,Rainer Schuettler,0.7027339027229542,1
2011,R64,Andy Roddick,Victor Hanescu,0.8836369423271883,1
2011,R64,David Ferrer,Ryan Harrison,0.8926834703083284,1
2011,R64,Karol Beck,Guillermo Garcia-Lopez,0.2681271599514321,0
2011,R64,Fernando Gonzalez,Rik De Voest,0.8633598070790925,1
2011,R16,Feliciano Lopez,Lukasz Kubot,0.77815490396196,1
2011,R16,Jo-Wilfried Tsonga,David Ferrer,0.498961869868837,0
2011,R16,Roger Federer,Mikhail Youzhny,0.9246358039806344,1
2011,R16,Bernard Tomic,Xavier Malisse,0.2461006512791161,0
2011,R16,Novak Djokovic,Michael Llodra,0.8370366959128264,1
2011,R16,Rafael Nadal,Juan Martin del Potro,0.8195201470914273,1
2011,R16,Mardy Fish,Tomas Berdych,0.43865424251274554,0
2011,R16,Andy Murray,Richard Gasquet,0.6853444815933412,1
2011,R64,Jurgen Melzer,Dmitry Tursunov,0.5344768199502251,1
2011,R64,Yen-Hsun Lu,Viktor Troicki,0.23498391263035343,0
2011,R64,Michael Llodra,Ricardo Mello,0.8959451699463014,1
2011,R64,Marcos Baghdatis,Andreas Seppi,0.47140218580482385,0
2011,R64,Novak Djokovic,Kevin Anderson,0.9315248376477492,1
2011,R32,Rafael Nadal,Gilles Muller,0.9756435135796627,1
2011,R32,Juan Martin del Potro,Gilles Simon,0.6830388302470201,1
2011,R32,Mardy Fish,Robin Haase,0.8405639687127824,1
2011,R32,Bernard Tomic,Robin Soderling,0.09737589305111384,0
2011,R32,Roger Federer,David Nalbandian,0.8681925388449437,1
2011,R64,Richard Gasquet,Igor Kunitsyn,0.8472896962728937,1
2011,R64,Ivan Ljubicic,Sergiy Stakhovsky,0.5525309837124766,1
2011,R32,David Ferrer,Karol Beck,0.8986333769472645,1
2011,R32,Michael Llodra,Yen-Hsun Lu,0.7832404611813958,1
2011,R32,Xavier Malisse,Jurgen Melzer,0.43558091654968645,0
2011,R32,Novak Djokovic,Marcos Baghdatis,0.8907286039225728,1
2011,SF,Rafael Nadal,Andy Murray,0.6489636344383916,1
2011,R32,Mikhail Youzhny,Nicolas Almagro,0.6129797457882409,1
2011,R128,Milos Raonic,Marc Gicquel,0.704446483704293,1
2011,R128,Olivier Rochus,Kenny De Schepper,0.7274377925798379,1
2011,R128,Juan Martin del Potro,Flavio Cipolla,0.9231789266870831,1
2011,R32,Jo-Wilfried Tsonga,Fernando Gonzalez,0.6308865164696988,1
2011,F,Novak Djokovic,Rafael Nadal,0.3927082700926968,0
2011,SF,Novak Djokovic,Jo-Wilfried Tsonga,0.7574323513010772,1
2011,QF,Rafael Nadal,Mardy Fish,0.8455375173760041,1
2011,QF,Novak Djokovic,Bernard Tomic,0.9540350604672443,1
2011,R64,Xavier Malisse,Florian Mayer,0.44620100640625576,0
2011,R64,Bernard Tomic,Igor Andreev,0.4028678185187208,0
2012,R128,Andy Roddick,Jamie Baker,0.927543251854237,1
2012,R128,Bjorn Phau,Wayne Odesnik,0.28958650478067677,0
2012,R128,Kenny De Schepper,Matthias Bachinger,0.3665373047784233,0
2012,R128,David Ferrer,Dustin Brown,0.9587029588782848,1
2012,R128,Janko Tipsarevic,David Nalbandian,0.4337149414297635,0
2012,R128,Ryan Sweeting,Potito Starace,0.6632199046561206,1
2012,R128,Inigo Cervantes,Flavio Cipolla,0.4961799842568448,0
2012,R128,Benjamin Becker,James Blake,0.5136688737564391,1
2012,R128,Mikhail Youzhny,Donald Young,0.8909541883321052,1
2012,R64,Nicolas Almagro,Guillaume Rufin,0.7621891280746503,1
2012,R128,Marin Cilic,Cedrik-Marcel Stebe,0.8584609314892566,1
2012,R128,Juan Martin del Potro,Robin Haase,0.8814588612835322,1
2012,R128,Radek Stepanek,Sergiy Stakhovsky,0.7047143712932042,1
2012,R128,Go Soeda,Igor Kunitsyn,0.5110524392069138,1
2012,R128,Nicolas Almagro,Olivier Rochus,0.6574773759177445,1
2012,R128,Juan Monaco,Leonardo Mayer,0.5673462107161945,1
2012,R128,Jeremy Chardy,Filippo Volandri,0.7019102749664574,1
2012,R128,Rafael Nadal,Thomaz Bellucci,0.9493803234347239,1
2012,R128,Lukas Rosol,Ivan Dodig,0.5680238199027198,1
2012,R128,Malek Jaziri,Jurgen Zopp,0.41062158570685003,0
2012,R128,Philipp Kohlschreiber,Tommy Haas,0.44052452332968534,0
2012,R128,Alexandr Dolgopolov,Alex Bogomolov Jr.,0.5892231115217578,1
2012,R128,Martin Klizan,Juan Ignacio Chela,0.41548675813592945,0
2012,R128,Benoit Paire,Matthew Ebden,0.5992970351135011,1
2012,R128,Brian Baker,Rui Machado,0.6939054109210083,1
2012,R64,Marin Cilic,Lukasz Kubot,0.7676817914357753,1
2012,R128,Mardy Fish,Ruben Ramirez Hidalgo,0.9490358741054858,1
2012,R128,James Ward,Pablo Andujar,0.592866369250766,1
2012,R128,Jesse Levine,Karol Beck,0.5131498425820212,1
2012,R128,David Goffin,Bernard Tomic,0.32049883722049277,0
2012,R64,Janko Tipsarevic,Ryan Sweeting,0.7971601568545101,1
2012,R64,Mikhail Youzhny,Inigo Cervantes,0.8558536267891946,1
2012,R64,Denis Istomin,Igor Andreev,0.6102221267205094,1
2012,R64,Alejandro Falla,Nicolas Mahut,0.26925937478973383,0
2012,R64,Xavier Malisse,Gilles Simon,0.4878536985747315,0
2012,R64,Fernando Verdasco,Grega Zemlja,0.7906623763116811,1
2012,R64,Julien Benneteau,Michael Russell,0.7326697811520394,1
2012,R64,Roger Federer,Fabio Fognini,0.9499982938766193,1
2012,R64,Jerzy Janowicz,Ernests Gulbis,0.5117146270747301,1
2012,R64,Florian Mayer,Philipp Petzschner,0.49007130408402205,0
2012,R64,Richard Gasquet,Ruben Bemelmans,0.899826035076749,1
2012,R32,Mikhail Youzhny,Janko Tipsarevic,0.4997925338606195,0
2012,R64,Juan Monaco,Jeremy Chardy,0.5490726918119135,1
2012,R64,Viktor Troicki,Martin Klizan,0.7816406100167113,1
2012,R64,Radek Stepanek,Benjamin Becker,0.6198952661367461,1
2012,R64,Novak Djokovic,Ryan Harrison,0.9304692860436762,1
2012,R64,Lukas Rosol,Rafael Nadal,0.06410359368334981,0
2012,R64,Philipp Kohlschreiber,Malek Jaziri,0.9035727692767922,1
2012,R64,Benoit Paire,Alexandr Dolgopolov,0.5919089133420309,1
2012,R64,Brian Baker,Jarkko Nieminen,0.49374177729606045,0
2012,R64,Mardy Fish,James Ward,0.8606610126072198,1
2012,R64,David Goffin,Jesse Levine,0.5895182000293184,1
2012,R64,Lukas Lacko,Jurgen Melzer,0.3158649862532398,0
2012,R64,Jo-Wilfried Tsonga,Guillermo Garcia-Lopez,0.8562219225038905,1
2012,R64,Andy Murray,Ivo Karlovic,0.8493986981102613,1
2012,R64,Marcos Baghdatis,Grigor Dimitrov,0.4933298171536367,0
2012,R64,Sam Querrey,Milos Raonic,0.456355448577139,0
2012,R16,David Ferrer,Juan Martin del Potro,0.5466920983334012,1
2012,R64,Juan Martin del Potro,Go Soeda,0.9110258015977343,1
2012,R64,Kei Nishikori,Florent Serra,0.7837902997781107,1
2012,R64,Andy Roddick,Bjorn Phau,0.9561730825178661,1
2012,R64,David Ferrer,Kenny De Schepper,0.9587367112330724,1
